Товарная группа;Артикул;Наименование товара;Цена;Ссылка на детальную страницу
Салфетки однотонные 20х20 - 25х25 1-слойные;ПС-С11612;Салфетка   24х24 см 1-сл 400 шт/уп ЖЕЛТАЯ   ''ПАПИРУС''   1/18;229.50;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-400-sht-up-zheltaya-papirus-1-18/
Салфетки однотонные 20х20 - 25х25 1-слойные;ПС-С11613;Салфетка   24х24 см 1-сл 400 шт/уп ЗЕЛЕНАЯ   ''ПАПИРУС''   1/18;229.50;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-400-sht-up-zelenaya-papirus-1-18/
Салфетки однотонные 20х20 - 25х25 1-слойные;ПС-С11610;Салфетка   24х24 см 1-сл 400 шт/уп КРАСНАЯ   ''ПАПИРУС''   1/18;229.50;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-400-sht-up-krasnaya-papirus-1-18/
Салфетки однотонные 20х20 - 25х25 1-слойные;ПС-С11611;Салфетка   24х24 см 1-сл 400 шт/уп СИНЯЯ   ''ПАПИРУС''   1/18;229.50;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-400-sht-up-sinyaya-papirus-1-18/
Салфетки однотонные 20х20 - 25х25 1-слойные;L-968022;Салфетка   25х25 см 1-сл 500 шт/уп TORK (арт.478661) КРАСНАЯ   ''SCA''   1/6;324.80;http://almin.ru/goods/salfetka-25kh25-sm-1-sl-500-sht-up-tork-art478661-krasnaya-sca-1-6/
Салфетки однотонные 20х20 - 25х25 1-слойные;L-968042;Салфетка   25х25 см 1-сл 500 шт/уп TORK (арт.478663) ЖЕЛТАЯ   ''SCA''   1/6;324.80;http://almin.ru/goods/salfetka-25kh25-sm-1-sl-500-sht-up-tork-art478663-zheltaya-sca-1-6/
Салфетки однотонные 20х20 - 25х25 1-слойные;L-N968132;Салфетка   25х25 см 1-сл 500 шт/уп TORK (арт.478669) БОРДОВАЯ   ''SCA''   1/6;324.80;http://almin.ru/goods/salfetka-25kh25-sm-1-sl-500-sht-up-tork-art478669-bordovaya-sca-1-6/
Салфетки однотонные 20х20 - 25х25 1-слойные;L-968012;Салфетка   25х25 см 1-сл 500 шт/уп TORK (арт.478659) ЗЕЛЕНАЯ   ''SCA''   1/6;324.80;http://almin.ru/goods/salfetka-25kh25-sm-1-sl-500-sht-up-tork-art478659-zelenaya-sca-1-6/
Салфетки однотонные 20х20 - 25х25 1-слойные;L-968122;Салфетка   25х25 см 1-сл 500 шт/уп TORK (арт.478667) СИНЯЯ   ''SCA''   1/6;324.80;http://almin.ru/goods/salfetka-25kh25-sm-1-sl-500-sht-up-tork-art478667-sinyaya-sca-1-6/
Салфетки однотонные 20х20 - 25х25 1-слойные;ПС-00103;Салфетка   24х24 см 1-сл 50 шт/уп эконом НОВИНКА пакет ПЭ БЕЛАЯ   1/60;6.89;http://almin.ru/goods/salfetka-novinka-24kh24-sm-1-sl-50-sht-up-ekonom-paket-pe-belaya-1-60/
Салфетки однотонные 20х20 - 25х25 1-слойные;L-968112;Салфетка   25х25 см 1-сл 500 шт/уп TORK (арт.478665) ОРАНЖЕВАЯ   ''SCA''   1/6;324.80;http://almin.ru/goods/salfetka-25kh25-sm-1-sl-500-sht-up-tork-art478665-oranzhevaya-sca-1-6/
Салфетки однотонные 20х20 - 25х25 1-слойные;Г-050314;Салфетка   24х24 см 1-сл 400 шт/уп КОРИЧНЕВАЯ   ''ПАПИРУС''   1/18;275.40;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-400-sht-up-korichnevaya-papirus-1-18/
Салфетки однотонные 20х20 - 25х25 1-слойные;ПС-11643;Салфетка   24х24 см 1-сл 400 шт/уп ЗЕЛЕНАЯ   ''ПАПИРУС-С''   1/10;229.50;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-400-sht-up-zelenaya-papirus-s-1-10/
Салфетки однотонные 20х20 - 25х25 1-слойные;ПС-11630;Салфетка   24х24 см 1-сл 400 шт/уп БЕЛАЯ   ''ПАПИРУС-С''   1/10;168.30;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-400-sht-up-belaya-papirus-s-1-10/
Салфетки однотонные 20х20 - 25х25 1-слойные;ПС-11640;Салфетка   24х24 см 1-сл 400 шт/уп КРАСНАЯ   ''ПАПИРУС-С''   1/10;229.50;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-400-sht-up-krasnaya-papirus-s-1-10/
Салфетки однотонные 20х20 - 25х25 1-слойные;ПС-11645;Салфетка   24х24 см 1-сл 400 шт/уп ОРАНЖЕВАЯ   ''ПАПИРУС-С''   1/10;198.90;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-400-sht-up-oranzhevaya-papirus-s-1-10/
Салфетки однотонные 20х20 - 25х25 1-слойные;ПС-11633;Салфетка   24х24 см 1-сл 400 шт/уп ПЕРСИКОВАЯ   ''ПАПИРУС-С''   1/10;198.90;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-400-sht-up-persikovaya-papirus-s-1-10/
Салфетки однотонные 20х20 - 25х25 1-слойные;ПС-11641;Салфетка   24х24 см 1-сл 400 шт/уп СИНЯЯ   ''ПАПИРУС-С''   1/10;229.50;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-400-sht-up-sinyaya-papirus-s-1-10/
Салфетки однотонные 20х20 - 25х25 1-слойные;ПС-11638;Салфетка   24х24 см 1-сл 400 шт/уп ФИСТАШКОВАЯ   ''ПАПИРУС-С''   1/10;198.90;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-400-sht-up-fistashkovaya-papirus-s-1-10/
Салфетки однотонные 20х20 - 25х25 1-слойные;ПС-11639;Салфетка   24х24 см 1-сл 400 шт/уп ШАМПАНЬ   ''ПАПИРУС-С''   1/10;198.90;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-400-sht-up-shampan-papirus-s-1-10/
Салфетки однотонные 20х20 - 25х25 1-слойные;ПС-11644;Салфетка   24х24 см 1-сл 400 шт/уп БОРДОВАЯ   ''ПАПИРУС-С''   1/10;229.50;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-400-sht-up-bordovaya-papirus-s-1-10/
Салфетки однотонные 20х20 - 25х25 1-слойные;ПС-11642;Салфетка   24х24 см 1-сл 400 шт/уп ЖЕЛТАЯ   ''ПАПИРУС-С''   1/10;229.50;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-400-sht-up-zheltaya-papirus-s-1-10/
Салфетки однотонные 20х20 - 25х25 1-слойные;ПС-11647;Салфетка   24х24 см 1-сл 400 шт/уп ЧЕРНАЯ   ''ПАПИРУС-С''   1/10;293.40;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-400-sht-up-chernaya-papirus-s-1-10/
Салфетки однотонные 20х20 - 25х25 1-слойные;Г-250814;Салфетка   24х24 см 1-сл 400 шт/уп СИНЯЯ   1/18;114.75;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-400-sht-up-sinyaya-1-18/
Салфетки однотонные 20х20 - 25х25 1-слойные;Г-010914;Салфетка   24х24 см 1-сл 400 шт/уп БОРДОВАЯ   1/18;114.75;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-400-sht-up-bordovaya-1-18/
Салфетки однотонные 20х20 - 25х25 1-слойные;Г-310814;Салфетка   24х24 см 1-сл 400 шт/уп ЖЕЛТАЯ   1/18;114.75;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-400-sht-up-zheltaya-1-18/
Салфетки однотонные 20х20 - 25х25 1-слойные;Г-280814;Салфетка   24х24 см 1-сл 400 шт/уп ЗЕЛЕНАЯ   1/18;114.75;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-400-sht-up-zelenaya-1-18/
Салфетки однотонные 20х20 - 25х25 1-слойные;Г-270814;Салфетка   24х24 см 1-сл 400 шт/уп КРАСНАЯ   1/18;114.75;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-400-sht-up-krasnaya-1-18/
Салфетки однотонные 20х20 - 25х25 1-слойные;ПС-11631;Салфетка   24х24 см 1-сл 400 шт/уп МИМОЗА   ''ПАПИРУС-С''   1/10;198.90;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-400-sht-up-mimoza-papirus-s-1-10/
Салфетки однотонные 20х20 - 25х25 1-слойные;ПС-26003Ж;Салфетка   24х24 см 1-сл 80 шт/уп стандарт НОВИНКА пакет ПЭ БЕЛАЯ   1/10/60;10.71;http://almin.ru/goods/salfetka-novinka-24kh24-sm-1-sl-80-sht-up-paket-pe-belaya-1-10-60/
Салфетки однотонные 20х20 - 25х25 1-слойные;ПС-300115;Салфетка   24х24 см 1-сл 400 шт/уп ОРАНЖЕВАЯ   1/18;114.75;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-400-sht-up-oranzhevaya-1-18/
Салфетки однотонные 20х20 - 25х25 1-слойные;Г-240814А;Салфетка   24х24 см 1-сл 400 шт/уп ШАМПАНЬ   1/18;114.75;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-400-sht-up-shampan-1-18/
Салфетки однотонные 20х20 - 25х25 1-слойные;ПС-081215;Салфетка   24х24 см 1-сл 80 шт/уп стандарт НОВИНКА! пакет ПЭ БЕЛАЯ   1/10/60;13.01;http://almin.ru/goods/salfetka-novinka-24kh24-sm-1-sl-80-sht-up-paket-pe-belaya-1-10-60-/
Салфетки однотонные 20х20 - 25х25 1-слойные;ПС-26007;Салфетка   24х24 см 1-сл 80 шт/уп эконом НОВИНКА пакет ПЭ БЕЛАЯ   1/10/60;9.30;http://almin.ru/goods/salfetka-novinka-24kh24-sm-1-sl-80-sht-up-paket-pe-belaya-1-60/
Салфетки однотонные 20х20 - 25х25 1-слойные;Г-2438001;Салфетка   24х24 см 1-сл 400 шт/уп САЛАТОВАЯ   1/18;54.09;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-400-sht-up-salatovaya-1-18/
Салфетки однотонные 20х20 - 25х25 1-слойные;Г-2438003;Салфетка   24х24 см 1-сл 400 шт/уп РОЗОВАЯ   1/18;54.09;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-400-sht-up-rozovaya-1-18/
Салфетки однотонные 20х20 - 25х25 1-слойные;Г-2438002;Салфетка   24х24 см 1-сл 400 шт/уп ГОЛУБАЯ   1/18;54.09;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-400-sht-up-golubaya-1-18/
Салфетки однотонные 20х20 - 25х25 1-слойные;Г-2438004;Салфетка   24х24 см 1-сл 400 шт/уп ПЕРСИКОВАЯ   1/18;54.09;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-400-sht-up-persikovaya-1-18/
Салфетки однотонные 20х20 - 25х25 1-слойные;Н-5036918;Салфетка   24х24 см 1-сл 100 шт/уп FOCUS CHOICE БЕЛАЯ   ''HAYAT''   1/24;24.28;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-100-sht-up-focus-choice-belaya-hayat-1-24/
Салфетки однотонные 20х20 - 25х25 1-слойные;H-5039302;Салфетка   24х23 см 1-сл 100 шт/уп FAMILIA БЕЛАЯ   ''HAYAT''   1/24;16.91;http://almin.ru/goods/salfetka-24kh23-sm-1-sl-100-sht-up-familia-belaya-hayat-1-24/
Салфетки однотонные 20х20 - 25х25 1-слойные;ПС-140417;Салфетка   24х24 см 1-сл 100 шт/уп GREEN HEART БЕЛАЯ   ''T''   1/42;14.80;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-100-sht-up-belaya-1-42/
Салфетки однотонные 20х20 - 25х25 1-слойные;ПС-120472;Салфетка   24х24 см 1-сл 100 шт/уп САЛАТОВАЯ   ''GREEN HEART''   1/42;15.87;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-100-sht-up-salatovaya-1-42/
Салфетки однотонные 20х20 - 25х25 1-слойные;ПС-120417;Салфетка   24х24 см 1-сл 100 шт/уп ГОЛУБАЯ   ''GREEN HEART''   1/42;15.87;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-100-sht-up-golubaya-1-42/
Салфетки однотонные 20х20 - 25х25 1-слойные;ПС-120471;Салфетка   24х24 см 1-сл 100 шт/уп РОЗОВАЯ   ''GREEN HEART''   1/42;15.87;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-100-sht-up-rozovaya-1-42/
Салфетки однотонные 20х20 - 25х25 1-слойные;ПС-110471;Салфетка   24х24 см 1-сл 100 шт/уп ПЕРСИКОВАЯ   ''GREEN HEART''   1/42;15.87;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-100-sht-up-persikovaya-1-42/
Салфетки однотонные 20х20 - 25х25 1-слойные;ПС-100471;Салфетка   24х24 см 1-сл 100 шт/уп ЖЕЛТАЯ   ''GREEN HEART''   1/42;15.87;http://almin.ru/goods/salfetka-24kh24-sm-1-sl-100-sht-up-zheltaya-1-42/
Салфетки однотонные 20х20 - 25х25 2-слойные;D-143155;Салфетка   24х24 см 2-сл 300 шт/уп СИНЯЯ   ''DUNI''   1/4;487.10;http://almin.ru/goods/salfetka-24kh24-sm-2-sl-300-sht-up-sinyaya-duni-1-4/
Салфетки однотонные 20х20 - 25х25 2-слойные;D-168381;Салфетка   24х24 см 2-сл 300 шт/уп ЖЕЛТАЯ   ''DUNI''   1/8;444.31;http://almin.ru/goods/salfetka-24kh24-sm-2-sl-300-sht-up-zheltaya-duni-1-8/
Салфетки однотонные 20х20 - 25х25 2-слойные;D-168385;Салфетка   24х24 см 2-сл 300 шт/уп ЗЕЛЕНАЯ   ''DUNI''   1/8;444.31;http://almin.ru/goods/salfetka-24kh24-sm-2-sl-300-sht-up-zelenaya-duni-1-8/
Салфетки однотонные 20х20 - 25х25 2-слойные;D-168386;Салфетка   24х24 см 2-сл 300 шт/уп ЧЕРНАЯ   ''DUNI''   1/8;445.50;http://almin.ru/goods/salfetka-24kh24-sm-2-sl-300-sht-up-chernaya-duni-1-8/
Салфетки однотонные 20х20 - 25х25 2-слойные;D-168380;Салфетка   24х24 см 2-сл 300 шт/уп БОРДОВАЯ   ''DUNI''   1/8;444.31;http://almin.ru/goods/salfetka-24kh24-sm-2-sl-300-sht-up-bordovaya-duni-1-8/
Салфетки однотонные 20х20 - 25х25 2-слойные;D-168388;Салфетка   24х24 см 2-сл 300 шт/уп КИВИ   ''DUNI''   1/8;444.31;http://almin.ru/goods/salfetka-24kh24-sm-2-sl-300-sht-up-kivi-duni-1-8/
Салфетки однотонные 20х20 - 25х25 2-слойные;D-168383;Салфетка   24х24 см 2-сл 300 шт/уп КРАСНАЯ   ''DUNI''   1/8;444.31;http://almin.ru/goods/salfetka-24kh24-sm-2-sl-300-sht-up-krasnaya-duni-1-8/
Салфетки однотонные 20х20 - 25х25 2-слойные;D-168376;Салфетка   24х24 см 2-сл 300 шт/уп КРЕМОВАЯ   ''DUNI''   1/8;444.31;http://almin.ru/goods/salfetka-24kh24-sm-2-sl-300-sht-up-kremovaya-duni-1-8/
Салфетки однотонные 20х20 - 25х25 2-слойные;D-168396;Салфетка   24х24 см 2-сл 300 шт/уп БЕЛАЯ   ''DUNI''   1/8;420.55;http://almin.ru/goods/salfetka-24kh24-sm-2-sl-300-sht-up-belaya-duni-1-8/
Салфетки однотонные 20х20 - 25х25 2-слойные;T-477534;Салфетка   24х24 см 2-сл 200 шт/уп TORK БЕЛАЯ   ''SCA''   1/12;260.40;http://almin.ru/goods/salfetka-24kh24-sm-2-sl-200-sht-up-tork-belaya-sca-1-12/
Салфетки однотонные 20х20 - 25х25 2-слойные;Г-2500209;Салфетка   24х24 см 2-сл 250 шт/уп САЛАТОВАЯ   1/18;73.06;http://almin.ru/goods/salfetka-24kh24-sm-2-sl-250-sht-up-salatovaya-1-18/
Салфетки однотонные 20х20 - 25х25 2-слойные;Г-2500203;Салфетка   24х24 см 2-сл 250 шт/уп ШАМПАНЬ   1/18;73.06;http://almin.ru/goods/salfetka-24kh24-sm-2-sl-250-sht-up-shampan-1-18/
Салфетки однотонные 20х20 - 25х25 2-слойные;Г-2500201;Салфетка   24х24 см 2-сл 250 шт/уп БЕЛАЯ   1/18;71.53;http://almin.ru/goods/salfetka-24kh24-sm-2-sl-250-sht-up-belaya-1-18/
Салфетки однотонные 20х20 - 25х25 2-слойные;Г-2500210;Салфетка   24х24 см 2-сл 250 шт/уп ГОЛУБАЯ   1/18;73.06;http://almin.ru/goods/salfetka-24kh24-sm-2-sl-250-sht-up-golubaya-1-18/
Салфетки однотонные 20х20 - 25х25 2-слойные;Г-2500211;Салфетка   24х24 см 2-сл 250 шт/уп РОЗОВАЯ   1/18;73.06;http://almin.ru/goods/salfetka-24kh24-sm-2-sl-250-sht-up-rozovaya-1-18/
Салфетки однотонные 20х20 - 25х25 2-слойные;Г-2500202;Салфетка   24х24 см 2-сл 250 шт/уп ЖЕЛТАЯ   1/18;129.67;http://almin.ru/goods/salfetka-24kh24-sm-2-sl-250-sht-up-zheltaya-1-18/
Салфетки однотонные 20х20 - 25х25 2-слойные;Г-2500205;Салфетка   24х24 см 2-сл 250 шт/уп КРАСНАЯ   1/18;129.67;http://almin.ru/goods/salfetka-24kh24-sm-2-sl-250-sht-up-krasnaya-1-18/
Салфетки однотонные 20х20 - 25х25 2-слойные;Г-2500206;Салфетка   24х24 см 2-сл 250 шт/уп СИНЯЯ   1/18;129.67;http://almin.ru/goods/salfetka-24kh24-sm-2-sl-250-sht-up-sinyaya-1-18/
Салфетки однотонные 20х20 - 25х25 2-слойные;Г-2500204;Салфетка   24х24 см 2-сл 250 шт/уп БОРДОВАЯ   1/18;129.67;http://almin.ru/goods/salfetka-24kh24-sm-2-sl-250-sht-up-bordovaya-1-18/
Салфетки однотонные 20х20 - 25х25 2-слойные;Г-2500207;Салфетка   24х24 см 2-сл 250 шт/уп ОРАНЖЕВАЯ   1/18;129.67;http://almin.ru/goods/salfetka-24kh24-sm-2-sl-250-sht-up-oranzhevaya-1-18/
Салфетки однотонные 20х20 - 25х25 2-слойные;Г-2500208;Салфетка   24х24 см 2-сл 250 шт/уп ЗЕЛЕНАЯ   1/18;129.67;http://almin.ru/goods/salfetka-24kh24-sm-2-sl-250-sht-up-zelenaya-1-18/
Салфетки однотонные 20х20 - 25х25 3-слойные;PS-14275;Салфетка   25х25 см 3-сл 20 шт/уп БЕЛАЯ   ''PAPSTAR''   1/15;78.82;http://almin.ru/goods/salfetka-25kh25-sm-3-sl-20-sht-up-belaya-papstar-1-15/
Салфетки однотонные 20х20 - 25х25 3-слойные;PS-14274;Салфетка   25х25 см 3-сл 20 шт/уп СИНЯЯ   ''PAPSTAR''   1/15;72.22;http://almin.ru/goods/salfetka-25kh25-sm-3-sl-20-sht-up-sinyaya-papstar-1-15/
Салфетки однотонные 20х20 - 25х25 3-слойные;PS-11264;Салфетка   25х25 см 3-сл 20 шт/уп ШАМПАНЬ   ''PAPSTAR''   1/14;130.93;http://almin.ru/goods/salfetka-25kh25-sm-3-sl-20-sht-up-shampan-papstar-1-14/
Салфетки однотонные 20х20 - 25х25 3-слойные;PS-10479;Салфетка   25х25 см 3-сл 20 шт/уп КОРИЧНЕВАЯ   ''PAPSTAR''   1/14;122.40;http://almin.ru/goods/salfetka-25kh25-sm-3-sl-20-sht-up-korichnevaya-papstar-1-14/
Салфетки однотонные 30х30 - 33х33 1-слойные;ПС-11911сж;Салфетка   33х33 см 1-сл 300 шт/уп СИНЯЯ   ''ПАПИРУС''   1/10;303.56;http://almin.ru/goods/salfetka-33kh33-sm-1-sl-300-sht-up-sinyaya-papirus-1-10/
Салфетки однотонные 30х30 - 33х33 1-слойные;ПС-11900сж;Салфетка   33х33 см 1-сл 300 шт/уп БЕЛАЯ   ''ПАПИРУС''   1/10;226.57;http://almin.ru/goods/salfetka-33kh33-sm-1-sl-300-sht-up-belaya-papirus-1-10/
Салфетки однотонные 30х30 - 33х33 1-слойные;ПС-11914сж;Салфетка   33х33 см 1-сл 300 шт/уп БОРДОВАЯ   ''ПАПИРУС''   1/10;303.56;http://almin.ru/goods/salfetka-33kh33-sm-1-sl-300-sht-up-bordovaya-papirus-1-10/
Салфетки однотонные 30х30 - 33х33 1-слойные;ПС-11912сж;Салфетка   33х33 см 1-сл 300 шт/уп ЖЕЛТАЯ   ''ПАПИРУС''   1/10;303.56;http://almin.ru/goods/salfetka-33kh33-sm-1-sl-300-sht-up-zheltaya-papirus-1-10/
Салфетки однотонные 30х30 - 33х33 1-слойные;ПС-11913сж;Салфетка   33х33 см 1-сл 300 шт/уп ЗЕЛЕНАЯ   ''ПАПИРУС''   1/10;303.56;http://almin.ru/goods/salfetka-33kh33-sm-1-sl-300-sht-up-zelenaya-papirus-1-10/
Салфетки однотонные 30х30 - 33х33 1-слойные;ПС-С11910сж;Салфетка   33х33 см 1-сл 300 шт/уп КРАСНАЯ   ''ПАПИРУС''   1/10;303.56;http://almin.ru/goods/salfetka-33kh33-sm-1-sl-300-sht-up-krasnaya-papirus-1-10/
Салфетки однотонные 30х30 - 33х33 1-слойные;ПС-11915сж;Салфетка   33х33 см 1-сл 300 шт/уп ЧЕРНАЯ   ''ПАПИРУС''   1/10;387.01;http://almin.ru/goods/salfetka-33kh33-sm-1-sl-300-sht-up-chernaya-papirus-1-10/
Салфетки однотонные 30х30 - 33х33 1-слойные;PS-10754;Салфетка   33х33 см 3-сл 20 шт/уп КОРИЧНЕВАЯ   ''PAPSTAR''   1/12;167.69;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-20-sht-up-korichnevaya-papstar-1-12/
Салфетки однотонные 30х30 - 33х33 1-слойные;PS-81587;Салфетка   33х33 см 3-сл 20 шт/уп ЧЕРНАЯ   ''PAPSTAR''   1/1;179.02;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-20-sht-up-chernaya-papstar-1-1/
Салфетки однотонные 30х30 - 33х33 1-слойные;D-180381;Салфетка   33х33 см 2-сл 125 шт/уп БОРДОВАЯ   ''DUNI''   1/16;282.62;http://almin.ru/goods/salfetka-33kh33-sm-2-sl-125-sht-up-bordovaya-duni-1-16/
Салфетки однотонные 30х30 - 33х33 1-слойные;Г-210214;Салфетка   33х33 см 1-сл 300 шт/уп БЕЛАЯ   1/9;107.10;http://almin.ru/goods/salfetka-33kh33-sm-1-sl-300-sht-up-belaya-1-9/
Салфетки однотонные 30х30 - 33х33 1-слойные;Г-080914;Салфетка   33х33 см 1-сл 300 шт/уп ШАМПАНЬ   1/9;160.65;http://almin.ru/goods/salfetka-33kh33-sm-1-sl-300-sht-up-shampan-1-9/
Салфетки однотонные 30х30 - 33х33 1-слойные;Г-230814;Салфетка   33х33 см 1-сл 300 шт/уп БОРДОВАЯ   1/9;160.65;http://almin.ru/goods/salfetka-33kh33-sm-1-sl-300-sht-up-bordovaya-1-9/
Салфетки однотонные 30х30 - 33х33 1-слойные;ПС-260115;Салфетка   33х33 см 1-сл 300 шт/уп ЖЕЛТАЯ   1/9;160.65;http://almin.ru/goods/salfetka-33kh33-sm-1-sl-300-sht-up-zheltaya-1-9/
Салфетки однотонные 30х30 - 33х33 1-слойные;ПС-250115;Салфетка   33х33 см 1-сл 300 шт/уп ЗЕЛЕНАЯ   1/9;160.65;http://almin.ru/goods/salfetka-33kh33-sm-1-sl-300-sht-up-zelenaya-1-9/
Салфетки однотонные 30х30 - 33х33 1-слойные;ПС-240115;Салфетка   33х33 см 1-сл 300 шт/уп ОРАНЖЕВАЯ   1/9;160.65;http://almin.ru/goods/salfetka-33kh33-sm-1-sl-300-sht-up-oranzhevaya-1-9/
Салфетки однотонные 30х30 - 33х33 1-слойные;ПС-230115;Салфетка   33х33 см 1-сл 300 шт/уп КОРИЧНЕВАЯ   1/9;198.90;http://almin.ru/goods/salfetka-33kh33-sm-1-sl-300-sht-up-korichnevaya-1-9/
Салфетки однотонные 30х30 - 33х33 1-слойные;Г-160215;Салфетка   33х33 см 1-сл 300 шт/уп СИНЯЯ   1/9;160.65;http://almin.ru/goods/salfetka-33kh33-sm-1-sl-300-sht-up-sinyaya-1-9/
Салфетки однотонные 30х30 - 33х33 1-слойные;ПС-151015;Салфетка   33х33 см 1-сл 300 шт/уп КРАСНАЯ   1/9;160.65;http://almin.ru/goods/salfetka-33kh33-sm-1-sl-300-sht-up-krasnaya-1-9/
Салфетки однотонные 30х30 - 33х33 1-слойные;H-5036919;Салфетка   30х30 см 1-сл 100 шт/уп FOCUS GOLD БЕЛАЯ   ''HAYAT''   1/24;55.08;http://almin.ru/goods/salfetka-30kh30-sm-1-sl-100-sht-up-focus-gold-belaya-hayat-1-24/
Салфетки однотонные 30х30 - 33х33 1-слойные;ПС-С11813;Салфетка   33х33 см 1-сл 400 шт/уп ЗЕЛЕНАЯ   ''ПАПИРУС''   1/6;344.25;http://almin.ru/goods/salfetka-33kh33-sm-1-sl-400-sht-up-zelenaya-papirus-1-6/
Салфетки однотонные 30х30 - 33х33 1-слойные;H-5031394;Салфетка   30х30 см 1-сл 100 шт/уп FAMILIA PLUS БЕЛАЯ   ''HAYAT''   1/24;89.14;http://almin.ru/goods/salfetka-30kh30-sm-1-sl-100-sht-up-familia-plus-belaya-hayat-1-24/
Салфетки однотонные 30х30 - 33х33 2-слойные;PS-14486;Салфетка   33х33 см 2-сл 250 шт/уп (арт.17999) БЕЛАЯ   ''PAPSTAR''   1/4;638.61;http://almin.ru/goods/salfetka-33kh33-sm-2-sl-250-sht-up-art17999-belaya-papstar-1-4/
Салфетки однотонные 30х30 - 33х33 2-слойные;ПС-118353;Салфетка   33х33 см 2-сл 250 шт/уп ЖЕЛТАЯ   ''ПАПИРУС''   1/9;487.11;http://almin.ru/goods/salfetka-33kh33-sm-2-sl-250-sht-up-zheltaya-papirus-1-9/
Салфетки однотонные 30х30 - 33х33 2-слойные;ПС-118351;Салфетка   33х33 см 2-сл 250 шт/уп КРАСНАЯ   ''ПАПИРУС''   1/9;487.11;http://almin.ru/goods/salfetka-33kh33-sm-2-sl-250-sht-up-krasnaya-papirus-1-9/
Салфетки однотонные 30х30 - 33х33 2-слойные;ПС-11830;Салфетка   33х33 см 2-сл 250 шт/уп БЕЛАЯ   ''ПАПИРУС''   1/8;364.78;http://almin.ru/goods/salfetka-33kh33-sm-2-sl-250-sht-up-belaya-papirus-1-9/
Салфетки однотонные 30х30 - 33х33 2-слойные;ПС-118355;Салфетка   33х33 см 2-сл 250 шт/уп БОРДОВАЯ   ''ПАПИРУС''   1/9;487.11;http://almin.ru/goods/salfetka-33kh33-sm-2-sl-250-sht-up-bordovaya-papirus-1-9/
Салфетки однотонные 30х30 - 33х33 2-слойные;ПС-118352;Салфетка   33х33 см 2-сл 250 шт/уп СИНЯЯ   ''ПАПИРУС''   1/9;458.80;http://almin.ru/goods/salfetka-33kh33-sm-2-sl-250-sht-up-sinyaya-papirus-1-9/
Салфетки однотонные 30х30 - 33х33 2-слойные;ПС-118319;Салфетка   33х33 см 2-сл 250 шт/уп ШАМПАНЬ   ''ПАПИРУС''   1/9;403.33;http://almin.ru/goods/salfetka-33kh33-sm-2-sl-250-sht-up-shampan-papirus-1-9/
Салфетки однотонные 30х30 - 33х33 2-слойные;L-4042610;Салфетка   33х33 см 2-сл 200 шт/уп TORK (арт.477401, 477149) БЕЛАЯ   ''SCA''   1/10;413.00;http://almin.ru/goods/salfetka-33kh33-sm-2-sl-200-sht-up-tork-art477401-belaya-sca-1-10/
Салфетки однотонные 30х30 - 33х33 2-слойные;D-180376;Салфетка   33х33 см 2-сл 125 шт/уп БЕЛАЯ   ''DUNI''   1/16;226.29;http://almin.ru/goods/salfetka-33kh33-sm-2-sl-125-sht-up-belaya-duni-1-16/
Салфетки однотонные 30х30 - 33х33 2-слойные;D-180385;Салфетка   33х33 см 2-сл 125 шт/уп ЖЕЛТАЯ   ''DUNI''   1/16;282.62;http://almin.ru/goods/salfetka-33kh33-sm-2-sl-125-sht-up-zheltaya-duni-1-16/
